nodes_reporting_id,id,parent_node_id,unique_id,name,active,folder_id,node_type_id,archive_number,metadata,created_at,updated_at,csv_errors,heartbeat,application_id,device_location,device_location_note,vendor_device_id,vendor_id,order_status,functionName,functionVersion,iccid,model
1,10241,10241,39-30-32-35-4e-37-87-06,Motion 0.90 HSB Test,True,4899,191,0,{},2018-01-11 18:47:53,2018-01-11 18:47:53,,,,,,,,,,,,
2,10407,10407,mnt-168457,Kitchen - 168457,True,39319,187,0,"{""Heartbeat"":""10"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""168457"",""vendor_id"":""2""}",2018-01-23 17:13:51,2018-12-28 15:36:23,,10,0,,,168457,2,,,,,
3,10408,10408,mnt-189856,Comfort Reach-In - Temperature - WRT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Victory Reach-In 2"",""device_location_note"":"""",""vendor_device_id"":""189856"",""vendor_id"":""2""}",2018-01-23 17:14:22,2018-12-28 15:36:45,,15,2,Victory Reach-In 2,,189856,2,,,,,
4,10409,10409,mnt-189857,Parfait Reach-In - Temperature - WRT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Parfait Reach-In"",""device_location_note"":"""",""vendor_device_id"":""189857"",""vendor_id"":""2""}",2018-01-23 17:14:30,2018-12-28 15:36:57,,15,2,Parfait Reach-In,,189857,2,,,,,
5,10411,10411,mnt-189869,Walk-In Fridge - Temperature - WRT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Walk-In Fridge"",""device_location_note"":"""",""vendor_device_id"":""189869"",""vendor_id"":""2""}",2018-01-23 17:14:31,2018-12-28 15:40:27,,15,2,Walk-In Fridge,,189869,2,,,,,
6,10412,10412,mnt-189870,Walk-In Freezer - Temperature -WFT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Walk-In Freezer"",""device_location_note"":"""",""vendor_device_id"":""189870"",""vendor_id"":""2""}",2018-01-23 17:14:32,2018-12-28 15:40:41,,15,2,Walk-In Freezer,,189870,2,,,,,
7,10413,10413,mnt-189882,Back Kitchen Reach-in - Temperature - WRT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Back Kitchen Reach-In"",""device_location_note"":"""",""vendor_device_id"":""189882"",""vendor_id"":""2""}",2018-01-23 17:14:33,2018-12-28 15:41:32,,15,2,Back Kitchen Reach-In,,189882,2,,,,,
8,10414,10414,mnt-189883,Sandwich Display - Temperature,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Sandwich Display"",""device_location_note"":"""",""vendor_device_id"":""189883"",""vendor_id"":""2""}",2018-01-23 17:14:33,2018-12-28 15:42:17,,15,2,Sandwich Display,,189883,2,,,,,
9,10416,10416,mnt-189907,Grill Walk-In - Temperature - WRT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Victory Reach-In 1"",""device_location_note"":"""",""vendor_device_id"":""189907"",""vendor_id"":""2""}",2018-01-23 17:14:35,2018-12-28 15:42:32,,15,2,Victory Reach-In 1,,189907,2,,,,,
10,10417,10417,mnt-189908,Action Reach-In - Temperature - WRT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Victory Reach-In 4"",""device_location_note"":"""",""vendor_device_id"":""189908"",""vendor_id"":""2""}",2018-01-23 17:14:35,2018-12-28 15:42:54,,15,2,Victory Reach-In 4,,189908,2,,,,,
11,10419,10419,mnt-191855,**Inactive** River Room - Humidity - HMD,False,39319,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""River Room"",""device_location_note"":""Temporarily offline due to construction. See Ed Barry."",""vendor_device_id"":""191855"",""vendor_id"":""2""}",2018-01-23 17:14:36,2019-01-18 13:36:39,,15,43,River Room,Temporarily offline due to construction. See Ed Barry.,191855,2,,,,,
12,10420,10420,mnt-193369,Stairwell Between 4 and 5 - Motion - PIR,True,39319,181,0,"{""Heartbeat"":""120"",""application_id"":""23"",""device_location"":""Stairwell Between 4 and 5"",""device_location_note"":"""",""vendor_device_id"":""193369"",""vendor_id"":""2""}",2018-01-23 17:14:36,2018-12-28 15:43:33,,120,23,Stairwell Between 4 and 5,,193369,2,,,,,
13,10421,10421,mnt-193376,By Exit - Motion - PIR,True,39319,181,0,"{""Heartbeat"":""120"",""application_id"":""23"",""device_location"":""Server Room"",""device_location_note"":"""",""vendor_device_id"":""193376"",""vendor_id"":""2""}",2018-01-23 17:14:37,2018-12-28 15:43:57,,120,23,Server Room,,193376,2,,,,,
14,10422,10422,mnt-193378,By the Registers - Motion - PIR,True,39319,181,0,"{""Heartbeat"":""120"",""application_id"":""23"",""device_location"":""By the Registers"",""device_location_note"":""NA"",""vendor_device_id"":""193378"",""vendor_id"":""2""}",2018-01-23 17:14:37,2018-12-28 15:44:10,,120,23,By the Registers,NA,193378,2,,,,,
15,10423,10423,mnt-193379,Between Elevator Banks by Serving Area - Motion - PIR,True,39319,181,0,"{""Heartbeat"":""120"",""application_id"":""23"",""device_location"":""Between Elevator Banks by Serving Area"",""device_location_note"":"""",""vendor_device_id"":""193379"",""vendor_id"":""2""}",2018-01-23 17:14:37,2018-12-28 15:47:44,,120,23,Between Elevator Banks by Serving Area,,193379,2,,,,,
16,10424,10424,mnt-193380,Serving Area - Humidity - HMD,True,39319,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Serving Area"",""device_location_note"":""NA"",""vendor_device_id"":""193380"",""vendor_id"":""2""}",2018-01-23 17:14:37,2018-12-28 15:47:56,,15,43,Serving Area,NA,193380,2,,,,,
17,10425,10425,mnt-193381,Dishwasher Room - Humidity - HMD,True,39319,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Dishwasher Room"",""device_location_note"":"""",""vendor_device_id"":""193381"",""vendor_id"":""2""}",2018-01-23 17:14:38,2018-12-28 15:48:09,,15,43,Dishwasher Room,,193381,2,,,,,
18,10426,10426,mnt-193382,A/V Room - Humidity,True,39319,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Side Closet"",""device_location_note"":""Temporarily offline due to construction. See Ed Barry."",""vendor_device_id"":""193382"",""vendor_id"":""2""}",2018-01-23 17:14:38,2019-01-10 16:18:10,,15,43,Side Closet,Temporarily offline due to construction. See Ed Barry.,193382,2,,,,,
19,10427,10427,mnt-193519,Corner Area - Humidity - HMD,True,39319,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Corner Area"",""device_location_note"":"""",""vendor_device_id"":""193519"",""vendor_id"":""2""}",2018-01-23 17:14:38,2018-12-28 15:49:57,,15,43,Corner Area,,193519,2,,,,,
20,10428,10428,mnt-195831,Drink Reach-In - Temperature - WRT,True,39319,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Drink Reach-In"",""device_location_note"":"""",""vendor_device_id"":""195831"",""vendor_id"":""2""}",2018-01-23 17:14:40,2018-12-28 15:53:54,,15,2,Drink Reach-In,,195831,2,,,,,
21,10429,10429,mnt-114250,CGW2 Verizon - 114250,True,5033,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""114250"",""vendor_id"":""2""}",2018-01-23 17:14:40,2018-11-02 21:06:04,,15,0,,,114250,2,,,,,
22,10430,10430,mnt-127059,Front Entrance Door - Open/Closed,True,5033,184,0,"{""Heartbeat"":""120"",""application_id"":""9"",""device_location"":""Classroom"",""device_location_note"":"""",""vendor_device_id"":""127059"",""vendor_id"":""2""}",2018-01-23 17:14:40,2018-11-28 15:16:26,,120,9,Classroom,,127059,2,,,,,
23,10432,10432,mnt-127081,Back Door - Open/Closed,True,5033,184,0,"{""Heartbeat"":""120"",""application_id"":""9"",""device_location"":""Sanctuary"",""device_location_note"":""2232"",""vendor_device_id"":""127081"",""vendor_id"":""2""}",2018-01-23 17:14:41,2018-11-02 21:06:05,,120,9,Sanctuary,2232,127081,2,,,,,
24,10433,10433,mnt-127082,Bar Exterior Door - Open/Closed,True,5033,184,0,"{""Heartbeat"":""120"",""application_id"":""9"",""device_location"":""Bar exterior door"",""device_location_note"":"""",""vendor_device_id"":""127082"",""vendor_id"":""2""}",2018-01-23 17:14:41,2018-11-02 21:06:06,,120,9,Bar exterior door,,127082,2,,,,,
25,10434,10434,mnt-127084,Lobby Interior Door - Open/Closed,True,5033,184,0,"{""Heartbeat"":""120"",""application_id"":""9"",""device_location"":""Above the door to the left if facing out"",""device_location_note"":"""",""vendor_device_id"":""127084"",""vendor_id"":""2""}",2018-01-23 17:14:41,2018-11-02 21:06:06,,120,9,Above the door to the left if facing out,,127084,2,,,,,
26,10440,10440,mnt-153363,Reach-in Next to Grill - Temperature - WRT,True,5033,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Reach-in next to grill"",""device_location_note"":"""",""vendor_device_id"":""153363"",""vendor_id"":""2""}",2018-01-23 17:14:44,2018-11-02 21:06:08,,15,2,Reach-in next to grill,,153363,2,,,,,
27,10441,10441,mnt-153364,Bar Refrigerator - Temperature - WRT,True,5033,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Bar refrigerator"",""device_location_note"":"""",""vendor_device_id"":""153364"",""vendor_id"":""2""}",2018-01-23 17:14:44,2018-11-02 21:06:09,,15,2,Bar refrigerator,,153364,2,,,,,
28,10442,10442,mnt-153365,Walk-in Freezer - Temperature - WFT,True,5033,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Walk-in Freezer above the door"",""device_location_note"":""2222"",""vendor_device_id"":""153365"",""vendor_id"":""2""}",2018-01-23 17:14:44,2018-11-02 21:06:09,,15,2,Walk-in Freezer above the door,2222,153365,2,,,,,
29,10443,10443,mnt-153367,Walk-in Refrigerator - Temperature - WRT,True,5033,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""X-ray Room"",""device_location_note"":"""",""vendor_device_id"":""153367"",""vendor_id"":""2""}",2018-01-23 17:14:44,2018-11-02 21:06:10,,15,2,X-ray Room,,153367,2,,,,,
30,10444,10444,mnt-153368,Reach-in Behind Gelato Case - Temperature - WRT,True,5033,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Reach-in behind gelato case"",""device_location_note"":"""",""vendor_device_id"":""153368"",""vendor_id"":""2""}",2018-01-23 17:14:45,2018-11-02 21:06:10,,15,2,Reach-in behind gelato case,,153368,2,,,,,
31,10453,10453,mnt-140646,Fruit Fridge - Temperature - WRT,True,5035,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Fruit Fridge"",""device_location_note"":"""",""vendor_device_id"":""140646"",""vendor_id"":""2""}",2018-01-23 17:14:47,2018-11-02 21:06:14,,15,2,Fruit Fridge,,140646,2,,,,,
32,10454,10454,mnt-140649,Dairy and Cheese Fridge -Temperature - WRT,True,5035,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Dairy and Cheese Fridge"",""device_location_note"":"""",""vendor_device_id"":""140649"",""vendor_id"":""2""}",2018-01-23 17:14:47,2018-11-02 21:06:15,,15,2,Dairy and Cheese Fridge,,140649,2,,,,,
33,10456,10456,mnt-140659,Back Freezer - Temperature - WFT,True,5035,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Back Freezer"",""device_location_note"":"""",""vendor_device_id"":""140659"",""vendor_id"":""2""}",2018-01-23 17:14:48,2018-11-02 21:06:15,,15,2,Back Freezer,,140659,2,,,,,
34,10457,10457,mnt-141370,Meat and Fish Fridge - Temperature - WRT,True,5035,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Meat and Fish Fridge"",""device_location_note"":"""",""vendor_device_id"":""141370"",""vendor_id"":""2""}",2018-01-23 17:14:48,2018-11-02 21:06:16,,15,2,Meat and Fish Fridge,,141370,2,,,,,
35,10458,10458,mnt-141841,Freezer in Kitchen - Temperature - WFT,True,5035,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""In Kitchen"",""device_location_note"":"""",""vendor_device_id"":""141841"",""vendor_id"":""2""}",2018-01-23 17:14:48,2018-11-02 21:06:16,,15,2,In Kitchen,,141841,2,,,,,
36,10460,10460,mnt-149210,In Office Above Desk - 149210,True,5035,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""149210"",""vendor_id"":""2""}",2018-01-23 17:14:49,2018-11-02 21:06:17,,15,0,,,149210,2,,,,,
37,10461,10461,mnt-343856,Old Ice Cream Freezer - Temperature - WFT,True,5037,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On left wall in back"",""device_location_note"":"""",""vendor_device_id"":""343856"",""vendor_id"":""2""}",2018-01-23 17:14:49,2018-11-02 21:06:18,,15,2,On left wall in back,,343856,2,,,,,
38,10462,10462,mnt-343860,Service Fridge - Temperature - WRT,True,5037,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On left wall in back"",""device_location_note"":"""",""vendor_device_id"":""343860"",""vendor_id"":""2""}",2018-01-23 17:14:49,2018-11-02 21:06:18,,15,2,On left wall in back,,343860,2,,,,,
39,10463,10463,mnt-343861,Walk-in Freezer - Temperature - WFT,True,5037,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On wall behind compressor"",""device_location_note"":"""",""vendor_device_id"":""343861"",""vendor_id"":""2""}",2018-01-23 17:14:50,2018-11-02 21:06:19,,15,2,On wall behind compressor,,343861,2,,,,,
40,10464,10464,mnt-343862,1st Floor Walk-in Fridge - Temperature - WRT,True,5037,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On wall behind compressor"",""device_location_note"":"""",""vendor_device_id"":""343862"",""vendor_id"":""2""}",2018-01-23 17:14:50,2018-11-02 21:06:19,,15,2,On wall behind compressor,,343862,2,,,,,
41,10465,10465,mnt-343863,Dairy Fridge - Temperature - WRT,True,5037,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On left wall in back"",""device_location_note"":"""",""vendor_device_id"":""343863"",""vendor_id"":""2""}",2018-01-23 17:14:50,2018-11-02 21:06:20,,15,2,On left wall in back,,343863,2,,,,,
42,10466,10466,mnt-343864,2nd Floor Walk-in Fridge - Temperature - WRT,True,5037,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On left side of compressor"",""device_location_note"":"""",""vendor_device_id"":""343864"",""vendor_id"":""2""}",2018-01-23 17:14:50,2018-11-02 21:06:20,,15,2,On left side of compressor,,343864,2,,,,,
43,10467,10467,mnt-343867,New Ice Cream Freezer - Temperature - WFT,True,5037,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On left wall in back"",""device_location_note"":"""",""vendor_device_id"":""343867"",""vendor_id"":""2""}",2018-01-23 17:14:51,2018-11-02 21:06:20,,15,2,On left wall in back,,343867,2,,,,,
44,10468,10468,mnt-908845,On Wall Left of Ice Machine - 908845,True,5037,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""908845"",""vendor_id"":""2""}",2018-01-23 17:14:51,2018-11-02 21:06:21,,15,0,,,908845,2,,,,,
45,10603,10603,mnt-113895,Verizon Gateway - Above Shop Floor - 113895,True,39432,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""113895"",""vendor_id"":""2""}",2018-01-24 16:44:39,2019-01-15 19:30:12,,15,0,,,113895,2,,,,,
46,10604,10604,mnt-127061,Door Near Trench - Door Open/Closed,True,39432,184,0,"{""Heartbeat"":""120"",""application_id"":""9"",""device_location"":""Located at upper right-hand side of blue glass door, near trench"",""device_location_note"":""\u003cp\u003e\r\n\tS-26 - Located at upper right-hand side of blue glass door, near trench. This is to make sure the door is closed off hours. 10pm-3:30am\u003c/p\u003e\r\n"",""vendor_device_id"":""127061"",""vendor_id"":""2""}",2018-01-24 16:44:40,2019-01-15 19:30:26,,120,9,"Located at upper right-hand side of blue glass door, near trench","<p>
	S-26 - Located at upper right-hand side of blue glass door, near trench. This is to make sure the door is closed off hours. 10pm-3:30am</p>
",127061,2,,,,,
47,10606,10606,mnt-127107,Cold Water Pipe - Temperature - Pipe Temp,True,39432,182,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""On Pipe"",""device_location_note"":""\u003cp\u003e\r\n\tS-1 On cold water pipe, top of stairs, right side, along wall.\u003c/p\u003e\r\n"",""vendor_device_id"":""127107"",""vendor_id"":""2""}",2018-01-24 16:44:41,2019-01-15 19:30:37,,15,2,On Pipe,"<p>
	S-1 On cold water pipe, top of stairs, right side, along wall.</p>
",127107,2,,,,,
48,10607,10607,mnt-127120,Blue Cabinet - Temperature,True,39432,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Blue Cabinet Water Heater"",""device_location_note"":""\u003cp\u003e\r\n\tS-2 - Probe is inside blue electrical cabinet in boiler room.\u0026nbsp;Ambient\u003c/p\u003e\r\n"",""vendor_device_id"":""127120"",""vendor_id"":""2""}",2018-01-24 16:44:41,2019-01-15 19:30:57,,15,2,Blue Cabinet Water Heater,"<p>
	S-2 - Probe is inside blue electrical cabinet in boiler room.&nbsp;Ambient</p>
",127120,2,,,,,
49,10608,10608,mnt-127141,Boiler Room Hot Area - Temperature - Boiler,True,39432,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Boiler Room Hot Area"",""device_location_note"":""\u003cp\u003e\r\n\tS-3 - Located between 2 boilers, subjectivley chosen as \u0026quot;hot\u0026quot; area of boiler room.\u0026nbsp;Ambient\u003c/p\u003e\r\n"",""vendor_device_id"":""127141"",""vendor_id"":""2""}",2018-01-24 16:44:41,2019-01-15 19:31:09,,15,2,Boiler Room Hot Area,"<p>
	S-3 - Located between 2 boilers, subjectivley chosen as &quot;hot&quot; area of boiler room.&nbsp;Ambient</p>
",127141,2,,,,,
50,10609,10609,mnt-127144,Boiler Room Cool Area - Temperature - Boiler,True,39432,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Boiler Room Cool Area - On Pipe"",""device_location_note"":""\u003cp\u003e\r\n\tS-4 - Located on 1/2\u0026quot; water pipe that supplies water to chemical mix tank for heat exchanger.\u003c/p\u003e\r\n"",""vendor_device_id"":""127144"",""vendor_id"":""2""}",2018-01-24 16:44:41,2019-01-15 19:31:18,,15,2,Boiler Room Cool Area - On Pipe,"<p>
	S-4 - Located on 1/2&quot; water pipe that supplies water to chemical mix tank for heat exchanger.</p>
",127144,2,,,,,
51,10614,10614,mnt-94214,Ranger Extender Near Packaging Machine/Router - 94214,True,39432,186,0,"{""Heartbeat"":""15"",""application_id"":""45"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""94214"",""vendor_id"":""2""}",2018-01-24 16:44:43,2019-01-15 19:31:27,,15,45,,,94214,2,,,,,
52,10615,10615,mnt-95298,Range Extender Above Boiler Room - 95298,True,39432,186,0,"{""Heartbeat"":""15"",""application_id"":""45"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""95298"",""vendor_id"":""2""}",2018-01-24 16:44:43,2019-01-15 19:32:05,,15,45,,,95298,2,,,,,
53,10619,10619,mnt-193127,Drink Reach-In - CT,True,39319,242,0,"{""Heartbeat"":""15"",""application_id"":""93"",""device_location"":""Drink Reach-In"",""device_location_note"":"""",""vendor_device_id"":""193127"",""vendor_id"":""2""}",2018-01-24 17:31:57,2018-12-28 15:54:05,,15,93,Drink Reach-In,,193127,2,,,,,
54,10622,10622,mnt-195410,Action Reach-In - CT,True,39319,242,0,"{""Heartbeat"":""15"",""application_id"":""93"",""device_location"":""Victory Reach-In 4"",""device_location_note"":"""",""vendor_device_id"":""195410"",""vendor_id"":""2""}",2018-01-24 17:32:09,2018-12-28 15:57:43,,15,93,Victory Reach-In 4,,195410,2,,,,,
55,10624,10624,mnt-195412,Back Kitchen Reach-in - CT,True,39319,242,0,"{""Heartbeat"":""15"",""application_id"":""93"",""device_location"":""Back Kitchen Reach-In"",""device_location_note"":"""",""vendor_device_id"":""195412"",""vendor_id"":""2""}",2018-01-24 17:32:22,2018-12-28 16:19:02,,15,93,Back Kitchen Reach-In,,195412,2,,,,,
56,10629,10629,mnt-127310,Post Behind Bar Facing Rest. - Lux,True,5033,239,0,"{""Heartbeat"":""15"",""application_id"":""21"",""device_location"":""On post at back-side of bar facing dining area"",""device_location_note"":"""",""vendor_device_id"":""127310"",""vendor_id"":""2""}",2018-01-24 17:34:37,2018-11-02 21:06:30,,15,21,On post at back-side of bar facing dining area,,127310,2,,,,,
57,10669,10669,mnt-127004,Boiler-1 LH-unit Amperage - CT,True,5083,237,0,"{""Heartbeat"":""15"",""application_id"":""94"",""device_location"":""Boiler-1 LH- unit, CT"",""device_location_note"":""\u003cp\u003e\r\n\tS-30 - CT located on one leg of blower motor for boiler-1, in cabinet. \u0026nbsp;Transmitter located on left-side of cabinet exterior.\u003c/p\u003e\r\n"",""vendor_device_id"":""127004"",""vendor_id"":""2""}",2018-01-24 17:38:30,2019-01-15 19:32:23,,15,94,"Boiler-1 LH- unit, CT","<p>
	S-30 - CT located on one leg of blower motor for boiler-1, in cabinet. &nbsp;Transmitter located on left-side of cabinet exterior.</p>
",127004,2,,,,,
58,10670,10670,mnt-127012,Mezzanine Fan - CT - Current Meter,True,39432,237,0,"{""Heartbeat"":""15"",""application_id"":""94"",""device_location"":""Mezzanine Fan"",""device_location_note"":""\u003cp\u003e\r\n\tS-43\u003c/p\u003e\r\n"",""vendor_device_id"":""127012"",""vendor_id"":""2""}",2018-01-24 17:38:32,2019-01-15 19:32:44,,15,94,Mezzanine Fan,"<p>
	S-43</p>
",127012,2,,,,,
59,10672,10672,mnt-127018,Boiler-2 RH-unit Amperage - CT,True,39432,237,0,"{""Heartbeat"":""15"",""application_id"":""94"",""device_location"":""Boiler-2 RH-unit, CT"",""device_location_note"":""\u003cp\u003e\r\n\tS-31 - CT located on one leg of blower motor for boiler-2, in cabinet. \u0026nbsp;Transmitter located on left-side of cabinet exterior.\u003c/p\u003e\r\n"",""vendor_device_id"":""127018"",""vendor_id"":""2""}",2018-01-24 17:38:34,2019-01-15 19:32:56,,15,94,"Boiler-2 RH-unit, CT","<p>
	S-31 - CT located on one leg of blower motor for boiler-2, in cabinet. &nbsp;Transmitter located on left-side of cabinet exterior.</p>
",127018,2,,,,,
60,10687,10687,mnt-96979,Boiler room - CO Gas,True,39432,238,0,"{""Heartbeat"":""15"",""application_id"":""34"",""device_location"":""Boiler Room, Near combined blowdown pipe on electrical conduit"",""device_location_note"":""\u003cp\u003e\r\n\tS-20; Near Combined blowdown pipe on electrical conduit\u003c/p\u003e\r\n"",""vendor_device_id"":""96979"",""vendor_id"":""2""}",2018-01-24 17:45:09,2019-01-15 19:33:12,,15,34,"Boiler Room, Near combined blowdown pipe on electrical conduit","<p>
	S-20; Near Combined blowdown pipe on electrical conduit</p>
",96979,2,,,,,
61,10688,10688,mnt-96981,East side of shop-room - CO Gas,True,39432,238,0,"{""Heartbeat"":""15"",""application_id"":""34"",""device_location"":""East side of building past washers, Located on column"",""device_location_note"":""\u003cp\u003e\r\n\tS-21; Located on column on east side of building.\u003c/p\u003e\r\n"",""vendor_device_id"":""96981"",""vendor_id"":""2""}",2018-01-24 17:45:11,2019-01-15 19:33:39,,15,34,"East side of building past washers, Located on column","<p>
	S-21; Located on column on east side of building.</p>
",96981,2,,,,,
62,10689,10689,mnt-96982,West side of shop-room - CO Gas,True,39432,238,0,"{""Heartbeat"":""15"",""application_id"":""34"",""device_location"":""West side of building, West side of shop room"",""device_location_note"":""\u003cp\u003e\r\n\tS-22\u003c/p\u003e\r\n"",""vendor_device_id"":""96982"",""vendor_id"":""2""}",2018-01-24 17:45:13,2019-01-15 19:33:50,,15,34,"West side of building, West side of shop room","<p>
	S-22</p>
",96982,2,,,,,
63,10690,10690,mnt-98819,Shop Fan 2 (Suction) - Air Flow Exhaust Fan,True,39432,240,0,"{""Heartbeat"":""15"",""application_id"":""52"",""device_location"":""Shop Fan 2"",""device_location_note"":""\u003cp\u003e\r\n\tS-36\u003c/p\u003e\r\n"",""vendor_device_id"":""98819"",""vendor_id"":""2""}",2018-01-24 17:48:12,2019-01-15 19:34:01,,15,52,Shop Fan 2,"<p>
	S-36</p>
",98819,2,,,,,
64,10691,10691,mnt-98820,Shop Fan 1 (Suction) - Air Flow Exhaust Fan,True,39432,240,0,"{""Heartbeat"":""15"",""application_id"":""52"",""device_location"":""Shop Fan 1"",""device_location_note"":""\u003cp\u003e\r\n\tS-35\u003c/p\u003e\r\n"",""vendor_device_id"":""98820"",""vendor_id"":""2""}",2018-01-24 17:48:16,2019-01-15 19:34:12,,15,52,Shop Fan 1,"<p>
	S-35</p>
",98820,2,,,,,
65,10694,10694,mnt-98823,Flash Tank Steam Temperature - Temperature,True,39432,241,0,"{""Heartbeat"":""15"",""application_id"":""35"",""device_location"":""Flash Tank Steam"",""device_location_note"":""\u003cp\u003e\r\n\tS-8\u003c/p\u003e\r\n"",""vendor_device_id"":""98823"",""vendor_id"":""2""}",2018-01-24 17:53:09,2019-01-15 19:34:32,,15,35,Flash Tank Steam,"<p>
	S-8</p>
",98823,2,,,,,
66,10695,10695,mnt-98824,Steam Trap A Outfeed - High Temperature,True,39432,241,0,"{""Heartbeat"":""15"",""application_id"":""35"",""device_location"":""Steam Trap A Outfeed"",""device_location_note"":""\u003cp\u003e\r\n\tS-10\u003c/p\u003e\r\n"",""vendor_device_id"":""98824"",""vendor_id"":""2""}",2018-01-24 17:53:11,2019-01-15 19:34:42,,15,35,Steam Trap A Outfeed,"<p>
	S-10</p>
",98824,2,,,,,
67,10697,10697,mnt-98826,Combined Blowdown Flow from Boilers - High Temperature - Testing,True,39432,241,0,"{""Heartbeat"":""15"",""application_id"":""35"",""device_location"":""Boilers"",""device_location_note"":""\u003cp\u003e\r\n\tS-16\u003c/p\u003e\r\n"",""vendor_device_id"":""98826"",""vendor_id"":""2""}",2018-01-24 17:53:18,2019-01-15 19:35:11,,15,35,Boilers,"<p>
	S-16</p>
",98826,2,,,,,
68,10703,10703,mnt-98833,Steam Trap A Infeed - High Temperature,True,39432,241,0,"{""Heartbeat"":""15"",""application_id"":""35"",""device_location"":""Steam Trap A Infeed"",""device_location_note"":""\u003cp\u003e\r\n\tS-11\u003c/p\u003e\r\n"",""vendor_device_id"":""98833"",""vendor_id"":""2""}",2018-01-24 17:53:31,2019-01-15 19:35:22,,15,35,Steam Trap A Infeed,"<p>
	S-11</p>
",98833,2,,,,,
69,10704,10704,mnt-111891,CGW2 Verizon - 111891,True,5083,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""111891"",""vendor_id"":""2""}",2018-01-24 17:53:32,2018-11-02 21:06:37,,15,0,,,111891,2,,,,,
70,10705,10705,mnt-133948,Floor Under Water Heater - Water,True,5083,188,0,"{""Heartbeat"":""120"",""application_id"":""78"",""device_location"":""Floor under water heater"",""device_location_note"":""\u003cp\u003e\r\n\tS-42 - Rope water sensor on the floor around the hot water heater.\u003c/p\u003e\r\n"",""vendor_device_id"":""133948"",""vendor_id"":""2""}",2018-01-24 17:56:55,2018-11-02 21:06:37,,120,78,Floor under water heater,"<p>
	S-42 - Rope water sensor on the floor around the hot water heater.</p>
",133948,2,,,,,
