nodes_reporting_id,id,parent_node_id,unique_id,name,active,folder_id,node_type_id,archive_number,metadata,created_at,updated_at,csv_errors,heartbeat,application_id,device_location,device_location_note,vendor_device_id,vendor_id,order_status,functionName,functionVersion,iccid,model
1654,105338,105338,att-19390,attributesNode,True,19390,185,0,{},2018-08-22 13:00:59,2018-08-22 13:00:59,,,,,,,,,,,,
1655,105340,105340,att-19507,attributesNode,True,19507,185,0,{},2018-08-22 13:01:09,2018-08-22 13:01:09,,,,,,,,,,,,
1656,105341,105341,att-19511,attributesNode,True,19511,185,0,{},2018-08-22 13:01:13,2018-08-22 13:01:13,,,,,,,,,,,,
1657,105342,105342,att-19592,attributesNode,True,19592,185,0,{},2018-08-22 13:01:17,2018-11-02 21:12:39,,,,,,,,,,,,
1658,105343,105343,att-19593,attributesNode,True,19593,185,0,{},2018-08-22 13:01:21,2018-11-02 21:12:39,,,,,,,,,,,,
1659,105344,105344,att-20394,attributesNode,True,20394,185,0,{},2018-08-22 13:01:26,2018-08-22 13:01:26,,,,,,,,,,,,
1660,105345,105345,att-20395,attributesNode,True,20395,185,0,{},2018-08-22 13:01:30,2018-08-22 13:01:30,,,,,,,,,,,,
1661,105346,105346,att-20396,attributesNode,True,20396,185,0,{},2018-08-22 13:01:35,2018-08-22 13:01:35,,,,,,,,,,,,
1662,105347,105347,att-20397,attributesNode,True,20397,185,0,{},2018-08-22 13:01:40,2018-08-22 13:01:40,,,,,,,,,,,,
1663,105349,105349,att-20399,attributesNode,True,20399,185,0,{},2018-08-22 13:01:48,2018-08-22 13:01:48,,,,,,,,,,,,
1664,105350,105350,att-20400,attributesNode,True,20400,185,0,{},2018-08-22 13:01:52,2018-08-22 13:01:52,,,,,,,,,,,,
1665,105351,105351,att-20401,attributesNode,True,20401,185,0,{},2018-08-22 13:01:56,2018-08-22 13:01:56,,,,,,,,,,,,
1666,105352,105352,att-20712,attributesNode,True,20712,185,0,{},2018-08-22 13:02:00,2018-08-22 13:02:00,,,,,,,,,,,,
1667,105353,105353,att-20732,attributesNode,True,20732,185,0,{},2018-08-22 13:02:04,2018-08-22 13:02:04,,,,,,,,,,,,
1668,105354,105354,att-20763,attributesNode,True,20763,185,0,{},2018-08-22 13:02:09,2018-08-22 13:02:09,,,,,,,,,,,,
1669,105355,105355,att-20833,attributesNode,True,20833,185,0,{},2018-08-22 13:02:14,2018-08-22 13:02:14,,,,,,,,,,,,
1670,105356,105356,att-20907,attributesNode,True,20907,185,0,{},2018-08-22 13:02:18,2018-11-02 21:12:40,,,,,,,,,,,,
1671,105357,105357,att-21839,attributesNode,True,21839,185,0,{},2018-08-22 13:02:22,2018-11-02 21:12:40,,,,,,,,,,,,
1672,105358,105358,att-22316,attributesNode,True,22316,185,0,{},2018-08-22 13:02:26,2018-08-22 13:02:26,,,,,,,,,,,,
1673,105359,105359,att-29408,attributesNode,True,29408,185,0,{},2018-08-22 13:02:30,2018-11-02 21:12:41,,,,,,,,,,,,
1674,105360,105360,att-29409,attributesNode,True,29409,185,0,{},2018-08-22 13:02:37,2018-11-02 21:12:41,,,,,,,,,,,,
1675,105411,105411,200647fda005828,Gateway-5828,True,20712,322,0,{},2018-08-22 19:34:11,2018-08-22 19:34:11,,,,,,,,,,,,
1676,105582,105582,eer_39-30-32-35-71-37-80-06,energyEfficiencyNode,True,35541,339,0,{},2018-08-23 19:28:01,2019-03-14 18:00:18,,,,,,,,,,,,
1677,105584,105584,eer_39-30-32-35-74-37-80-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-23 19:28:50,2018-08-23 19:28:50,,,,,,,,,,,,
1678,105586,105586,eer_39-30-32-35-70-37-81-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-23 19:30:48,2018-08-23 19:30:48,,,,,,,,,,,,
1679,105588,105588,eer_39-30-32-35-54-37-7a-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-23 19:39:10,2018-08-23 19:39:10,,,,,,,,,,,,
1680,105590,105590,eer_39-30-32-35-56-37-7e-06,energyEfficiencyNode,True,19511,339,0,{},2018-08-23 19:40:43,2018-08-23 19:40:43,,,,,,,,,,,,
1681,105592,105592,eer_39-30-32-35-51-37-8c-06,energyEfficiencyNode,True,19511,339,0,{},2018-08-23 19:41:45,2018-08-23 19:41:45,,,,,,,,,,,,
1682,105594,105594,eer_39-30-32-35-68-37-80-06,energyEfficiencyNode,True,19511,339,0,{},2018-08-23 19:43:14,2018-08-23 19:43:14,,,,,,,,,,,,
1683,105597,105597,eer_39-30-32-35-5f-37-8d-06,energyEfficiencyNode,True,19511,339,0,{},2018-08-23 20:00:05,2018-08-23 20:00:05,,,,,,,,,,,,
1684,105789,54722,eer_39-30-32-35-5d-37-7e-06,energyEfficiencyNode,True,19511,339,0,{},2018-08-24 13:27:19,2018-08-24 13:27:19,,,,,,,,,,,,
1685,105790,105790,eer_37-39-37-30-50-37-84-0f,energyEfficiencyNode,True,19592,339,0,{},2018-08-24 13:27:24,2018-11-02 21:12:44,,,,,,,,,,,,
1686,105839,105839,eer_39-30-32-35-4e-37-87-06,energyEfficiencyNode,True,4899,339,0,{},2018-08-24 13:52:13,2018-08-24 13:52:13,,,,,,,,,,,,
1687,105842,105842,eer_39-30-32-35-6b-37-7b-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:28,2018-08-24 13:52:28,,,,,,,,,,,,
1688,105843,105843,eer_39-30-32-35-6a-37-7e-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:28,2018-08-24 13:52:28,,,,,,,,,,,,
1689,105844,105844,eer_39-30-32-35-69-37-6b-05,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:28,2018-08-24 13:52:28,,,,,,,,,,,,
1690,105845,105845,eer_39-30-32-35-62-37-7a-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:28,2018-08-24 13:52:28,,,,,,,,,,,,
1691,105846,105846,eer_39-30-32-35-78-37-8a-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:29,2018-08-24 13:52:29,,,,,,,,,,,,
1692,105847,105847,eer_39-30-32-35-76-37-7a-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:29,2018-08-24 13:52:29,,,,,,,,,,,,
1693,105848,105848,eer_39-30-32-35-48-37-7f-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:29,2018-08-24 13:52:29,,,,,,,,,,,,
1694,105849,105849,eer_39-30-32-35-64-37-7b-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:30,2018-08-24 13:52:30,,,,,,,,,,,,
1695,105850,105850,eer_39-30-32-35-69-37-78-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:30,2018-08-24 13:52:30,,,,,,,,,,,,
1696,105851,105851,eer_32-38-31-39-78-36-88-07,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:30,2018-08-24 13:52:30,,,,,,,,,,,,
1697,105852,105852,eer_39-30-32-35-5e-37-7c-06,energyEfficiencyNode,True,13143,339,0,{},2018-08-24 13:52:31,2018-08-24 13:52:31,,,,,,,,,,,,
1698,105853,105853,eer_39-30-32-35-77-37-8b-06,energyEfficiencyNode,True,19511,339,0,{},2018-08-24 13:52:31,2018-08-24 13:52:31,,,,,,,,,,,,
1699,105854,105854,eer_39-30-32-35-4e-37-88-06,energyEfficiencyNode,True,19511,339,0,{},2018-08-24 13:52:31,2018-08-24 13:52:31,,,,,,,,,,,,
1700,105855,105855,eer_37-39-37-30-66-37-5f-10,energyEfficiencyNode,True,19592,339,0,{},2018-08-24 13:52:31,2018-11-02 21:12:46,,,,,,,,,,,,
1701,105856,105856,eer_37-39-37-30-71-37-6b-10,energyEfficiencyNode,True,19593,339,0,{},2018-08-24 13:52:32,2018-11-02 21:12:46,,,,,,,,,,,,
1702,105857,105857,eer_37-39-37-30-56-37-71-10,energyEfficiencyNode,True,19593,339,0,{},2018-08-24 13:52:32,2018-11-02 21:12:47,,,,,,,,,,,,
1703,105858,105858,eer_37-39-37-30-66-37-71-10,energyEfficiencyNode,True,19593,339,0,{},2018-08-24 13:52:32,2018-11-02 21:12:47,,,,,,,,,,,,
1704,105859,74078,eer_39-30-32-35-74-37-78-06,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:33,2018-08-24 13:52:33,,,,,,,,,,,,
1705,105860,74008,eer_39-30-32-35-5e-37-8d-06,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:33,2018-08-24 13:52:33,,,,,,,,,,,,
1706,105861,74009,eer_39-30-32-35-57-37-92-06,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:33,2018-08-24 13:52:33,,,,,,,,,,,,
1707,105862,73993,eer_39-30-32-35-57-37-85-06,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:34,2018-08-24 13:52:34,,,,,,,,,,,,
1708,105863,73996,eer_39-30-32-35-6e-37-6a-05,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:34,2018-08-24 13:52:34,,,,,,,,,,,,
1709,105864,105864,eer_39-30-32-35-55-37-7e-06,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:34,2018-08-24 13:52:34,,,,,,,,,,,,
1710,105865,76051,eer_39-30-32-35-79-37-87-06,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:34,2018-08-24 13:52:34,,,,,,,,,,,,
1711,105866,76052,eer_39-30-32-35-54-37-87-06,energyEfficiencyNode,True,20394,339,0,{},2018-08-24 13:52:35,2018-08-24 13:52:35,,,,,,,,,,,,
1712,105867,74004,eer_39-30-32-35-49-37-7f-06,energyEfficiencyNode,True,20395,339,0,{},2018-08-24 13:52:35,2018-08-24 13:52:35,,,,,,,,,,,,
1713,105868,73997,eer_39-30-32-35-75-37-6a-05,energyEfficiencyNode,True,20395,339,0,{},2018-08-24 13:52:35,2018-08-24 13:52:35,,,,,,,,,,,,
1714,105869,74000,eer_39-30-32-35-51-37-7a-06,energyEfficiencyNode,True,20395,339,0,{},2018-08-24 13:52:36,2018-08-24 13:52:36,,,,,,,,,,,,
1715,105870,105870,eer_39-30-32-35-78-37-7e-06,energyEfficiencyNode,True,20395,339,0,{},2018-08-24 13:52:36,2018-08-24 13:52:36,,,,,,,,,,,,
1716,105871,105871,eer_39-30-32-35-66-37-7a-06,energyEfficiencyNode,True,20395,339,0,{},2018-08-24 13:52:36,2018-08-24 13:52:36,,,,,,,,,,,,
1717,105872,74006,eer_39-30-32-35-68-37-6a-05,energyEfficiencyNode,True,20395,339,0,{},2018-08-24 13:52:37,2018-08-24 13:52:37,,,,,,,,,,,,
1718,105873,73992,eer_39-30-32-35-6f-37-7a-06,energyEfficiencyNode,True,20395,339,0,{},2018-08-24 13:52:37,2018-08-24 13:52:37,,,,,,,,,,,,
1719,105874,74013,eer_39-30-32-35-70-37-77-06,energyEfficiencyNode,True,20396,339,0,{},2018-08-24 13:52:37,2018-08-24 13:52:37,,,,,,,,,,,,
1720,105875,74007,eer_39-30-32-35-4e-37-89-06,energyEfficiencyNode,True,20396,339,0,{},2018-08-24 13:52:37,2018-08-24 13:52:37,,,,,,,,,,,,
1721,105876,74081,eer_39-30-32-35-74-37-6b-05,energyEfficiencyNode,True,20396,339,0,{},2018-08-24 13:52:38,2018-08-24 13:52:38,,,,,,,,,,,,
1722,105877,74005,eer_39-30-32-35-62-37-88-06,energyEfficiencyNode,True,20396,339,0,{},2018-08-24 13:52:38,2018-08-24 13:52:38,,,,,,,,,,,,
1723,105878,105878,eer_mnt-157346,energyEfficiencyNode,True,20396,339,0,{},2018-08-24 13:52:38,2018-08-24 13:52:38,,,,,,,,,,,,
1724,105879,73995,eer_39-30-32-35-72-37-6b-05,energyEfficiencyNode,True,20397,339,0,{},2018-08-24 13:52:39,2018-08-24 13:52:39,,,,,,,,,,,,
1725,105880,73989,eer_39-30-32-35-64-37-8a-06,energyEfficiencyNode,True,20397,339,0,{},2018-08-24 13:52:39,2018-08-24 13:52:39,,,,,,,,,,,,
1726,105881,73990,eer_39-30-32-35-4f-37-7a-06,energyEfficiencyNode,True,20397,339,0,{},2018-08-24 13:52:39,2018-08-24 13:52:39,,,,,,,,,,,,
1727,105882,73991,eer_39-30-32-35-52-37-7a-06,energyEfficiencyNode,True,20397,339,0,{},2018-08-24 13:52:40,2018-08-24 13:52:40,,,,,,,,,,,,
1728,105883,74012,eer_39-30-32-35-51-37-88-06,energyEfficiencyNode,True,20397,339,0,{},2018-08-24 13:52:40,2018-08-24 13:52:40,,,,,,,,,,,,
1729,105884,75922,eer_39-30-32-35-72-37-8c-06,energyEfficiencyNode,True,20397,339,0,{},2018-08-24 13:52:40,2018-08-24 13:52:40,,,,,,,,,,,,
1730,105889,73987,eer_39-30-32-35-6c-37-78-06,energyEfficiencyNode,True,20399,339,0,{},2018-08-24 13:52:42,2018-08-24 13:52:42,,,,,,,,,,,,
1731,105890,74082,eer_39-30-32-35-7b-37-78-06,energyEfficiencyNode,True,20400,339,0,{},2018-08-24 13:52:42,2018-08-24 13:52:42,,,,,,,,,,,,
1732,105891,74083,eer_39-30-32-35-52-37-8a-06,energyEfficiencyNode,True,20400,339,0,{},2018-08-24 13:52:42,2018-08-24 13:52:42,,,,,,,,,,,,
1733,105892,74085,eer_39-30-32-35-78-37-7a-06,energyEfficiencyNode,True,20400,339,0,{},2018-08-24 13:52:43,2018-08-24 13:52:43,,,,,,,,,,,,
1734,105893,74086,eer_39-30-32-35-7a-37-7a-06,energyEfficiencyNode,True,20400,339,0,{},2018-08-24 13:52:43,2018-08-24 13:52:43,,,,,,,,,,,,
1735,105895,76619,eer_37-39-37-30-57-37-6a-10,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:43,2018-08-24 13:52:43,,,,,,,,,,,,
1736,105896,76620,eer_37-39-37-30-5b-37-6e-10,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:44,2018-08-24 13:52:44,,,,,,,,,,,,
1737,105898,76622,eer_37-39-37-30-71-37-8a-0f,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:44,2018-08-24 13:52:44,,,,,,,,,,,,
1738,105899,76623,eer_37-39-37-30-53-37-8a-0f,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:45,2018-08-24 13:52:45,,,,,,,,,,,,
1739,105900,76624,eer_37-39-37-30-58-37-71-10,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:45,2018-08-24 13:52:45,,,,,,,,,,,,
1740,105901,76625,eer_37-39-37-30-6a-37-8f-0f,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:45,2018-08-24 13:52:45,,,,,,,,,,,,
1741,105902,76626,eer_37-39-37-30-65-37-6a-10,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:46,2018-08-24 13:52:46,,,,,,,,,,,,
1742,105903,76627,eer_37-39-37-30-5b-37-90-0f,energyEfficiencyNode,True,20401,339,0,{},2018-08-24 13:52:46,2018-08-24 13:52:46,,,,,,,,,,,,
1743,105905,105905,eer_37-39-37-30-60-37-78-10,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:46,2018-08-24 13:52:46,,,,,,,,,,,,
1744,105906,105906,eer_37-39-37-30-57-37-6b-10,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:47,2018-08-24 13:52:47,,,,,,,,,,,,
1745,105908,105908,eer_39-30-32-35-74-37-8a-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:47,2018-08-24 13:52:47,,,,,,,,,,,,
1746,105909,105909,eer_39-30-32-35-73-37-79-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:48,2018-08-24 13:52:48,,,,,,,,,,,,
1747,105910,105910,eer_39-30-32-35-4c-37-7c-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:48,2018-08-24 13:52:48,,,,,,,,,,,,
1748,105911,105911,eer_39-30-32-35-6b-37-78-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:48,2018-08-24 13:52:48,,,,,,,,,,,,
1749,105912,105912,eer_39-30-32-35-66-37-78-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:49,2018-08-24 13:52:49,,,,,,,,,,,,
1750,105913,105913,eer_39-30-32-35-65-37-7a-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:49,2018-08-24 13:52:49,,,,,,,,,,,,
1751,105914,105914,eer_39-30-32-35-71-37-8b-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:49,2018-08-24 13:52:49,,,,,,,,,,,,
1752,105915,105915,eer_39-30-32-35-4d-37-89-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:49,2018-08-24 13:52:49,,,,,,,,,,,,
1753,105916,105916,eer_39-30-32-35-79-37-78-06,energyEfficiencyNode,True,20712,339,0,{},2018-08-24 13:52:50,2018-08-24 13:52:50,,,,,,,,,,,,
1754,105917,105917,eer_37-39-37-30-64-37-71-10,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:50,2018-08-24 13:52:50,,,,,,,,,,,,
1755,105918,105918,eer_37-39-37-30-75-37-7e-0f,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:50,2018-08-24 13:52:50,,,,,,,,,,,,
1756,105919,105919,eer_37-39-37-30-53-37-8e-0f,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:51,2018-08-24 13:52:51,,,,,,,,,,,,
1757,105920,105920,eer_37-39-37-30-5a-37-8a-0f,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:51,2018-08-24 13:52:51,,,,,,,,,,,,
1758,105921,105921,eer_37-39-37-30-5b-37-89-0f,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:51,2018-08-24 13:52:51,,,,,,,,,,,,
1759,105922,105922,eer_37-39-37-30-55-37-80-0f,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:52,2018-08-24 13:52:52,,,,,,,,,,,,
1760,105923,105923,eer_37-39-37-30-6d-37-6a-10,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:52,2018-08-24 13:52:52,,,,,,,,,,,,
1761,105924,105924,eer_37-39-37-30-67-37-78-10,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:52,2018-08-24 13:52:52,,,,,,,,,,,,
1762,105925,105925,eer_37-39-37-30-68-37-72-10,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:52,2018-08-24 13:52:52,,,,,,,,,,,,
1763,105926,105926,eer_37-39-37-30-77-37-69-10,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:53,2018-08-24 13:52:53,,,,,,,,,,,,
1764,105927,105927,eer_37-39-37-30-77-37-71-10,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:53,2018-08-24 13:52:53,,,,,,,,,,,,
1765,105928,105928,eer_37-39-37-30-52-37-8a-0f,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:53,2018-08-24 13:52:53,,,,,,,,,,,,
1766,105929,105929,eer_37-39-37-30-6e-37-71-10,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:54,2018-08-24 13:52:54,,,,,,,,,,,,
1767,105930,105930,eer_37-39-37-30-5b-37-8f-0f,energyEfficiencyNode,True,20732,339,0,{},2018-08-24 13:52:54,2018-08-24 13:52:54,,,,,,,,,,,,
1768,105931,105931,eer_37-39-37-30-6a-37-6b-10,energyEfficiencyNode,True,20763,339,0,{},2018-08-24 13:52:54,2018-08-24 13:52:54,,,,,,,,,,,,
1769,105932,105932,eer_37-39-37-30-68-37-6a-10,energyEfficiencyNode,True,20833,339,0,{},2018-08-24 13:52:55,2018-08-24 13:52:55,,,,,,,,,,,,
1770,105933,105933,eer_37-39-37-30-55-37-78-10,energyEfficiencyNode,True,20833,339,0,{},2018-08-24 13:52:55,2018-08-24 13:52:55,,,,,,,,,,,,
1771,105934,77044,eer_37-39-37-30-6c-37-6b-10,energyEfficiencyNode,True,20833,339,0,{},2018-08-24 13:52:55,2018-08-24 13:52:55,,,,,,,,,,,,
1772,105935,77045,eer_37-39-37-30-68-37-81-10,energyEfficiencyNode,True,20833,339,0,{},2018-08-24 13:52:55,2018-08-24 13:52:55,,,,,,,,,,,,
1773,105936,105936,eer_37-39-37-30-60-37-6b-10,energyEfficiencyNode,True,22316,339,0,{},2018-08-24 13:52:56,2018-08-24 13:52:56,,,,,,,,,,,,
1774,109611,109611,39-31-37-33-71-37-78-01,5 Harvest Ct Leak,True,30375,189,0,"{""device_location"":""basement""}",2018-09-07 20:16:17,2018-11-02 21:12:48,,,,basement,,,,,,,,
1775,109612,109612,37-39-37-30-6b-37-7d-10,12 Harvest Ct Leak | Attic,True,30374,189,0,"{""device_location"":""attic""}",2018-09-07 20:16:17,2018-12-16 14:47:57,,,,attic,,,,,,,,
1776,109613,109613,37-39-37-30-4e-37-7a-10,40 Harvest Ct Leak,True,30376,189,0,"{""device_location"":""basement""}",2018-09-07 20:16:17,2018-11-02 21:12:49,,,,basement,,,,,,,,
1777,109614,109614,39-31-37-33-79-37-6c-01,40 Harvest Ct Motion,True,30376,191,0,{},2018-09-07 20:17:50,2018-11-02 21:12:50,,,,,,,,,,,,
1778,109615,109615,33-34-37-39-4a-37-72-0e,5 Harvest Ct Motion,True,30375,191,0,{},2018-09-07 20:17:50,2018-11-02 21:12:50,,,,,,,,,,,,
1779,109616,109616,39-31-37-33-79-37-76-0c,12 Harvest Wine Fridge - Lower,True,30374,191,0,"{""device_location"":""wine fridge | lower section""}",2018-09-07 20:17:50,2019-01-02 14:48:14,,,,wine fridge | lower section,,,,,,,,
1780,109617,109617,200647fda005f36,Gateway - 5f36,True,33484,322,0,"{""device_location"":""1 Harvest Court|Mail House"",""device_location_note"":""On upper shelf above video equipment""}",2018-09-07 20:39:04,2019-01-02 14:50:58,,,,1 Harvest Court|Mail House,On upper shelf above video equipment,,,,,,,
1781,118192,118192,37-39-37-30-59-37-87-0f,Cabinet Under Bathroom Sink,True,32609,189,0,{},2018-09-12 20:13:40,2018-11-02 21:12:52,,,,,,,,,,,,
1782,118193,118193,37-39-37-30-51-37-8d-0f,Washer/Dryer Room Floor,True,32609,189,0,{},2018-09-12 20:13:40,2018-11-02 21:12:53,,,,,,,,,,,,
1783,118194,118194,37-39-37-30-60-37-78-10,Kitchen Near Interior Wall,True,32609,191,0,{},2018-09-12 20:13:53,2018-11-02 21:12:53,,,,,,,,,,,,
1784,118195,118195,37-39-37-30-57-37-6b-10,Bookshelf Near Exterior Wall,True,32609,191,0,{},2018-09-12 20:13:53,2018-11-02 21:12:54,,,,,,,,,,,,
1785,118196,118196,200647fda005edb,Gateway - 5EDB,True,32609,322,0,{},2018-09-12 20:17:28,2018-11-02 21:12:54,,,,,,,,,,,,
1786,121316,121316,37-39-37-30-6b-37-5e-10,Freeze loss performance No Probe 3,False,20712,190,0,{},2018-09-18 18:40:45,2018-09-18 18:40:45,,,,,,,,,,,,
1787,121318,121318,37-39-37-30-59-37-72-10,Freeze loss performance Probe 3,False,20712,190,0,{},2018-09-18 18:43:01,2018-09-18 18:43:01,,,,,,,,,,,,
1788,121384,121384,33-34-37-39-50-37-74-0e,Refrigerator Behind Back Bar,True,29409,191,0,{},2018-09-19 19:42:08,2018-11-02 21:12:56,,,,,,,,,,,,
1789,121386,121386,39-31-37-33-65-37-73-01,Warehouse - Exterior Wall Near Brite Tanks,True,29409,191,0,{},2018-09-19 20:30:34,2018-11-02 21:12:56,,,,,,,,,,,,
1790,121390,121390,39-31-37-33-78-37-74-0c,Warehouse Cooler,True,29409,191,0,{},2018-09-20 11:29:19,2018-11-02 21:12:57,,,,,,,,,,,,
1791,121392,121392,39-31-37-33-70-37-82-0c,Warehouse - Above Electrical Cabinets,True,29409,191,0,{},2018-09-20 11:29:19,2018-11-02 21:12:58,,,,,,,,,,,,
1792,121395,121395,39-31-37-33-71-37-6e-0c,Compressor Room,True,29409,191,0,{},2018-09-20 11:29:19,2018-11-02 21:12:58,,,,,,,,,,,,
1793,121417,121417,39-31-37-33-72-37-84-01,"Front Bar Area, Award Wall",True,29409,191,0,{},2018-09-20 11:51:42,2018-11-02 21:12:59,,,,,,,,,,,,
1794,121418,121418,39-31-37-33-50-37-85-19,Communications Tower - Back of Server Rack,True,33221,191,0,{},2018-09-20 11:55:24,2018-11-02 21:13:00,,,,,,,,,,,,
1795,121419,121419,39-31-37-33-74-37-8f-0c,Apparatus Bay - By Sprinkler System (Notifier 33),True,33221,191,0,{},2018-09-20 11:55:24,2018-11-02 21:13:00,,,,,,,,,,,,
1796,121420,121420,39-31-37-33-7a-37-73-01,Server Room - Right of AC Unit,True,33221,191,0,{},2018-09-20 11:55:24,2018-11-02 21:13:01,,,,,,,,,,,,
1797,121421,121421,39-31-37-33-73-37-67-0c,Mechanical Room - Wall to Right of Water Heater,True,33221,191,0,{},2018-09-20 11:55:24,2018-11-02 21:13:01,,,,,,,,,,,,
1798,121422,121422,33-34-37-39-7b-37-83-0e,Firetown - Mechanical Room (Right Wall by Siemens Panel),True,33221,191,0,{},2018-09-20 11:55:24,2018-11-02 21:13:02,,,,,,,,,,,,
1799,121423,121423,39-31-37-33-79-37-6c-0c,Training Room - By Fire Alarm,True,33221,191,0,{},2018-09-20 11:55:24,2018-11-02 21:13:02,,,,,,,,,,,,
1800,121424,121424,39-31-37-33-52-37-85-19,Apparatus Bay - Non-Potable Water Line (By Valve Handles),True,33221,190,0,{},2018-09-20 11:57:09,2018-11-02 21:13:03,,,,,,,,,,,,
1801,121425,121425,33-34-37-39-6f-37-83-0c,Mechanical Room - Armstrong Pump (Right),True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:03,,,,,,,,,,,,
1802,121426,121426,39-31-37-33-58-37-7f-01,Mechanical Room - Water Heater,True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:04,,,,,,,,,,,,
1803,121427,121427,33-34-37-39-62-37-87-0c,Communications Tower - Under A/C Unit,True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:04,,,,,,,,,,,,
1804,121429,121429,39-31-37-33-60-37-7c-01,HVAC Tunnel - Unit 1,True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:05,,,,,,,,,,,,
1805,121430,121430,39-31-37-33-61-37-65-19,Firetown - Mechanical Room (Behind Water Heater),True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:05,,,,,,,,,,,,
1806,121431,121431,39-31-37-33-5e-37-74-01,Firetown - Mechanical Room (Under Server),True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:05,,,,,,,,,,,,
1807,121432,121432,33-34-37-39-5e-37-8a-0c,HVAC Tunnel - Unit 5,True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:06,,,,,,,,,,,,
1808,121433,121433,37-39-37-30-53-37-7b-10,HVAC Tunnel - Unit 3,True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:06,,,,,,,,,,,,
1809,121434,121434,33-34-37-39-68-37-81-0c,Mechanical Room - Armstrong Pump (Left),True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:07,,,,,,,,,,,,
1810,121435,121435,39-31-37-33-6b-37-6f-19,Mechanical Room - Boiler,True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:07,,,,,,,,,,,,
1811,121436,121436,33-34-37-39-4a-37-78-0c,HVAC Tunnel - Unit 4,True,33221,189,0,{},2018-09-20 12:02:46,2018-11-02 21:13:08,,,,,,,,,,,,
